"DrugBank.ID","UniProt.Protein.ID"
"DB04845","Q13885"
"DB00361","Q13885"
"DB00541","Q13885"
"DB01394","Q13885"
"DB08895","P29597"
"DB00322","P04818"
"DB00544","P04818"
"DB09256","P04818"
"DB09010","P04818"
"DB12947","P04818"
"DB01101","P04818"
"DB00642","P04818"
"DB00293","P04818"
"DB09526","P14679"
"DB00419","Q16739"
"DB09039","Q16739"
"DB02300","P11473"
"DB00153","P11473"
"DB00169","P11473"
"DB00136","P11473"
"DB06410","P11473"
"DB01070","P11473"
"DB01436","P11473"
"DB00910","P11473"
"DB08885","P15692"
"DB01270","P15692"
"DB08885","P49765"
"DB06774","Q8NER1"
"DB04854","P47989"
"DB00437","P47989"
"DB05262","P47989"
"DB01254","P07947"
"DB00703","P00915"
"DB00819","P00915"
"DB00311","P00915"
"DB01144","P00915"
"DB00869","P00915"
"DB00819","P00918"
"DB01194","P00918"
"DB00703","P00918"
"DB01144","P00918"
"DB00869","P00918"
"DB00273","P00918"
"DB00311","P00918"
"DB00703","P07451"
"DB00819","P07451"
"DB01144","P07451"
"DB00869","P07451"
"DB00311","P07451"
"DB01144","P22748"
"DB00273","P22748"
"DB00311","P22748"
"DB00869","P22748"
"DB00703","P22748"
"DB00819","P22748"
"DB00703","P35218"
"DB00869","P35218"
"DB01144","P35218"
"DB00819","P35218"
"DB00311","P35218"
"DB01144","P23280"
"DB00869","P23280"
"DB00311","P23280"
"DB00819","P23280"
"DB00703","P23280"
"DB01144","P43166"
"DB00819","P43166"
"DB00869","P43166"
"DB00311","P43166"
"DB00703","P43166"
"DB01144","P35219"
"DB00869","P35219"
"DB00703","P35219"
"DB00311","P35219"
"DB00819","P35219"
"DB00869","Q16790"
"DB00311","Q16790"
"DB00703","Q16790"
"DB00819","Q16790"
"DB01144","Q16790"
"DB01144","O43570"
"DB00703","O43570"
"DB00311","O43570"
"DB00869","O43570"
"DB00819","O43570"
"DB06283","Q00975"
"DB09232","Q00975"
"DB00401","Q13936"
"DB00661","Q13936"
"DB01244","Q13936"
"DB09230","Q13936"
"DB04920","Q13936"
"DB04855","Q13936"
"DB00381","Q13936"
"DB00270","Q13936"
"DB09236","Q13936"
"DB08980","Q13936"
"DB09232","Q13936"
"DB00343","Q13936"
"DB00393","Q13936"
"DB06712","Q13936"
"DB00617","Q13936"
"DB01023","Q13936"
"DB01115","Q13936"
"DB09229","Q13936"
"DB12278","Q13936"
"DB00273","Q13936"
"DB01054","Q13936"
"DB00617","Q01668"
"DB00661","Q01668"
"DB01244","Q01668"
"DB08980","Q01668"
"DB09230","Q01668"
"DB00401","Q01668"
"DB04855","Q01668"
"DB00381","Q01668"
"DB12278","Q01668"
"DB00273","Q01668"
"DB01054","Q01668"
"DB09236","Q01668"
"DB04920","Q01668"
"DB00343","Q01668"
"DB06712","Q01668"
"DB01115","Q01668"
"DB09232","Q01668"
"DB09229","Q01668"
"DB01023","Q01668"
"DB00270","Q01668"
"DB00393","Q01668"
"DB12278","O60840"
"DB00270","O60840"
"DB08980","O60840"
"DB01244","O60840"
"DB00401","O60840"
"DB09230","O60840"
"DB01023","O60840"
"DB00661","O60840"
"DB01115","O60840"
"DB04855","O60840"
"DB00381","O60840"
"DB09232","O60840"
"DB09229","O60840"
"DB01054","O60840"
"DB00617","O60840"
"DB00393","O60840"
"DB04920","O60840"
"DB00343","O60840"
"DB06712","O60840"
"DB00273","O60840"
"DB09236","O60840"
"DB00381","Q13698"
"DB00270","Q13698"
"DB04855","Q13698"
"DB09236","Q13698"
"DB00661","Q13698"
"DB09230","Q13698"
"DB12278","Q13698"
"DB06712","Q13698"
"DB00343","Q13698"
"DB09232","Q13698"
"DB00401","Q13698"
"DB09229","Q13698"
"DB01023","Q13698"
"DB08980","Q13698"
"DB04920","Q13698"
"DB00617","Q13698"
"DB00273","Q13698"
"DB01115","Q13698"
"DB00393","Q13698"
"DB01054","Q13698"
"DB01244","Q13698"
"DB00996","P54289"
"DB08872","P54289"
"DB00230","P54289"
"DB00026","P27930"
"DB06809","P61073"
"DB00946","Q9BQB6"
"DB00498","Q9BQB6"
"DB01418","Q9BQB6"
"DB00266","Q9BQB6"
"DB00825","Q7Z2W7"
"DB00313","P51649"
"DB06176","Q96DB2"
"DB06603","Q96DB2"
"DB02546","Q96DB2"
"DB00017","P30988"
"DB06266","Q2TB90"
"DB14012","Q9GZV9"
"DB00168","Q8TE23"
"DB08871","Q9H4B7"
"DB08870","Q9H4B7"
"DB01394","Q9H4B7"
"DB00541","Q9H4B7"
"DB06772","Q9H4B7"
"DB05773","Q9H4B7"
"DB00309","Q9H4B7"
"DB01196","Q9H4B7"
"DB04845","Q9H4B7"
"DB00361","Q9H4B7"
"DB01229","Q9H4B7"
"DB01248","Q9H4B7"
"DB00168","Q7RTX0"
"DB06176","Q969S8"
"DB06603","Q969S8"
"DB02546","Q969S8"
"DB01012","P41180"
"DB12865","P41180"
"DB00361","Q9BUF5"
"DB01394","Q9BUF5"
"DB06772","Q9BUF5"
"DB01248","Q9BUF5"
"DB01196","Q9BUF5"
"DB01229","Q9BUF5"
"DB00309","Q9BUF5"
"DB08870","Q9BUF5"
"DB05773","Q9BUF5"
"DB00541","Q9BUF5"
"DB04845","Q9BUF5"
"DB08871","Q9BUF5"
"DB06643","O14788"
"DB13242","O95263"
"DB01223","O95263"
"DB01303","O95263"
"DB00824","O95263"
"DB00277","O95263"
"DB01113","O95263"
"DB00651","O95263"
"DB01275","Q16853"
"DB00820","O76074"
"DB00862","O76074"
"DB06237","O76074"
"DB06267","O76074"
"DB00975","O76074"
"DB00201","O76074"
"DB00203","O76074"
"DB06176","O15379"
"DB02546","O15379"
"DB06603","O15379"
"DB00403","P32238"
"DB00183","P32239"
"DB05246","Q9P0X4"
"DB01244","Q9P0X4"
"DB04841","Q9P0X4"
"DB00313","Q9P0X4"
"DB00593","Q9P0X4"
"DB00909","Q9P0X4"
"DB00313","O95180"
"DB00909","O95180"
"DB05246","O95180"
"DB04841","O95180"
"DB00593","O95180"
"DB01244","O95180"
"DB05246","O43497"
"DB04841","O43497"
"DB00313","O43497"
"DB00909","O43497"
"DB00593","O43497"
"DB01244","O43497"
"DB04878","O43451"
"DB00491","O43451"
"DB00284","O43451"
"DB05137","Q15825"
"DB00184","Q15825"
"DB09028","Q15825"
"DB00732","Q15825"
"DB00728","Q15825"
"DB01135","Q15825"
"DB00825","O75762"
"DB04953","P56696"
"DB09052","P04234"
"DB00075","P04234"
"DB09052","P07766"
"DB00075","P07766"
"DB09052","P09693"
"DB00075","P09693"
"DB00377","O95264"
"DB00904","O95264"
"DB00370","O95264"
"DB09290","O95264"
"DB00889","O95264"
"DB09068","O95264"
"DB04885","O95264"
"DB00363","O95264"
"DB00969","O95264"
"DB00996","Q9NY47"
"DB08872","Q9NY47"
"DB00230","Q9NY47"
"DB09052","P15391"
"DB11988","P11836"
"DB08935","P11836"
"DB06650","P11836"
"DB06637","Q92953"
"DB08900","O95838"
"DB08872","Q7Z3S7"
"DB00230","Q7Z3S7"
"DB00996","Q7Z3S7"
"DB01281","P33681"
"DB04901","P33681"
"DB06681","P33681"
"DB01281","P42081"
"DB06681","P42081"
"DB08870","P28908"
"DB16703","O75116"
"DB06736","O14684"
"DB00837","O75899"
"DB02530","O75899"
"DB08892","O75899"
"DB00181","O75899"
"DB04552","Q9UQC9"
"DB04941","Q9UQC9"
"DB02546","Q9UKV0"
"DB06176","Q9UKV0"
"DB06603","Q9UKV0"
"DB06176","P56524"
"DB02546","P56524"
"DB06603","P56524"
"DB08908","Q14145"
"DB05541","Q7L0J3"
"DB01202","Q7L0J3"
"DB05885","Q7L0J3"
"DB06777","Q96RI1"
"DB02659","Q96RI1"
"DB05990","Q96RI1"
"DB01586","Q96RI1"
