uniprot,uniprot2
Q9UKF6,Q13247
Q8WUI4,O95863
P18146,O95863
Q9NR21,Q9Y508
Q9Y2T3,P12955
P60568,Q01113
P05113,Q01113
P05112,Q01113
P62318,Q8WVK2
O43818,O00566
Q9NY12,O00566
Q9NW13,O00566
P22087,O00566
P42285,O00566
Q13895,O00566
Q9H501,O00566
Q9Y5J1,O00566
Q13601,O00566
Q9NQT4,O00566
Q9NST1,Q05469
Q9Y478,Q05469
P40199,P31997
P63208,Q9UK97
P62877,Q9UK97
O43818,Q96EU6
O00566,Q96EU6
P42285,Q96EU6
Q13601,Q96EU6
P22087,Q96EU6
Q9Y5J1,Q96EU6
Q9NQT4,Q96EU6
Q9NW13,Q96EU6
P09012,P09234
Q15428,P09234
P62318,P09234
Q7RTV0,P09234
Q15459,P09234
Q9Y294,P16402
P16402,Q02539
Q9Y294,Q02539
P41238,Q9Y235
Q32P28,Q96P44
P04844,P43307
P60468,P43307
P17861,P43307
P61619,P43307
Q9UNE7,P54253
O60828,P54253
P38432,P54253
Q16543,O14944
Q9NWQ8,O14944
Q99075,O14944
O15498,O14944
P41240,O14944
P09496,O14944
Q13296,O95969
Q15006,Q9P0I2
Q3SYG4,Q9BXC9
P28838,P00505
P51553,P00505
P14174,P00505
Q16822,P00505
Q02218,P00505
P48506,P00505
P06733,P00505
P08243,P00505
P28482,Q9NRA0
P29460,Q9NRA0
O60229,P52799
P08253,P52799
P98172,P52799
P19105,P52799
O00401,P52799
P29322,P52799
Q15768,P52799
O43639,P52799
P04150,P10914
Q9Y6K5,P10914
P01567,P10914
P01579,P10914
P17947,P10914
P18146,P10914
P13500,P10914
Q9UNE7,P10914
P27037,P12644
O75807,P12644
Q9H2X0,P12644
Q15750,P12644
P03971,P48436
P35579,Q9UKX2
P12882,Q9UKX2
P82664,Q9Y2R9
P82930,Q9Y2R9
Q9P0M9,Q9Y2R9
P82673,Q9Y2R9
Q4U2R6,Q9Y2R9
Q13084,Q9Y2R9
Q9BYC8,Q9Y2R9
P22087,Q9Y2R9
P57740,Q9BW27
Q8TD19,Q9BW27
P35557,Q9BW27
Q9UKV8,Q9BW27
P62318,Q9BW27
Q9UKF6,Q9BW27
Q9NRG9,Q9BW27
O75694,Q9BW27
P43490,Q8TCD5
Q9BXI3,Q8TCD5
P31939,Q8TCD5
Q9BQG2,Q8TCD5
P11172,Q8TCD5
Q9UKF6,Q8NI27
P51003,Q8NI27
Q96QD9,Q8NI27
O00148,Q8NI27
Q13247,Q8NI27
Q86U42,Q8NI27
Q13242,Q8NI27
Q96IY4,P01024
P01031,P01024
Q96EB6,P53539
O15264,P53539
P53778,P53539
Q16539,P53539
P18146,P53539
P11161,P53539
P18206,P50552
Q13094,P50552
P07737,P50552
P35080,P50552
P26006,P50552
Q9BW27,Q92797
P16989,Q92797
P24385,Q92797
O75694,Q92797
Q05048,Q92797
P57740,Q92797
P62318,Q92797
Q13242,Q92797
O00148,Q92797
P51003,Q92797
Q13247,Q92797
Q9NRG9,Q92797
Q9UKF6,Q92797
Q86U42,Q92797
P53778,P30305
Q16539,P30305
O14965,P30305
O15264,P30305
P28482,O43555
P30968,O43555
Q9BXC9,Q9NPJ1
Q3SYG4,Q9NPJ1
P62318,P08579
Q15459,P08579
Q15428,P08579
Q9NW64,P08579
P09012,P08579
Q9Y3B4,P08579
O60306,P08579
Q9UMS4,P08579
P09234,P08579
Q14331,P08579
Q7RTV0,P08579
O95926,P08579
P28482,O95977
P19174,O95977
Q96A33,Q969V3
P60468,Q969V3
P61619,Q969V3
P84098,Q969V3
Q02543,Q969V3
P04844,Q969V3
Q9BVK8,Q969V3
P51511,Q9Y5R2
Q99075,Q9Y5R2
P28482,P04632
O75808,P04632
Q9BZM6,Q9UBK5
O00459,Q9UBK5
P19174,Q9UBK5
P29992,O14842
O95168,P14854
P31930,P14854
P12074,P14854
Q7KZN9,P14854
Q99616,P32248
Q92583,P32248
P22362,P32248
O00626,P32248
P13500,P32248
P78423,P32248
Q9Y2Y0,P36404
Q9H4B7,P36404
Q15311,P10301
O00459,P10301
Q07890,P10301
P98172,P10301
Q5U651,P10301
Q15768,P10301
P52799,P10301
O00566,Q9NZM5
P22087,Q9NZM5
Q02543,Q9NZM5
Q9NW13,Q9NZM5
Q99583,Q9UH92
Q15459,Q12931
Q15428,Q12931
P04406,Q12931
Q9NW13,Q9Y6V7
O43818,Q9Y6V7
P22087,Q9Y6V7
O00566,Q9Y6V7
P42285,Q9Y6V7
Q9Y5J1,Q9Y6V7
Q13601,Q9Y6V7
Q96EU6,Q9Y6V7
Q9NQT4,Q9Y6V7
P01031,P27918
P05164,P27918
P01024,P27918
O95721,Q6ZNE5
P60520,Q6ZNE5
Q9Y478,Q6ZNE5
Q8TDY2,Q6ZNE5
O14965,Q15398
P14920,Q96EM0
Q9HAW0,Q6SJ96
P17861,Q6SJ96
P62380,Q6SJ96
Q9NRA0,Q9BX95
Q9NY59,Q9BX95
P08138,P23515
Q9BZR6,P23515
P04114,P27824
P04233,P27824
Q14213,P27824
Q13724,P27824
P43307,P27824
P04844,P27824
P61619,P27824
Q9H1E5,P27824
P13569,P27824
P60468,P27824
P17861,P27824
Q9UIQ6,P27824
O15553,Q9ULZ3
Q9H6R0,Q9ULZ3
P25963,Q12933
Q15750,Q12933
O43353,Q12933
P19838,Q12933
P04406,Q12933
Q9Y572,Q12933
P19438,Q12933
Q16539,Q12933
O00459,Q12933
Q9Y4K4,Q12933
O00220,Q12933
P36941,Q12933
P19525,Q12933
Q9NY59,Q12933
P50591,Q12933
P41273,Q12933
Q9GZN1,O95619
Q92830,O95619
O94805,O95619
Q2M3T9,P35475
P28482,Q13526
P62877,Q9NXK8
P63208,Q9NXK8
Q8WYA0,Q9P2E2
Q9BSU1,Q9P2E2
Q9Y547,Q9P2E2
Q7Z4L5,Q9P2E2
Q8NCC3,Q5R387
P19838,Q9Y5W3
P29992,Q96RI0
P08311,Q96RI0
Q9NRP2,P55789
Q9Y5L4,P55789
P16520,Q9P2W3
Q01064,Q9P2W3
P29992,Q9P2W3
P11488,Q9P2W3
Q9HAV0,Q9P2W3
Q15750,Q8IUC6
Q12933,Q8IUC6
Q9Y572,Q8IUC6
P25398,Q9UBQ5
P60228,Q9UBQ5
O15371,Q9UBQ5
Q99426,P68366
P10144,P68366
Q9H4B7,P68366
Q9H444,P68366
Q9UI95,P68366
P08567,P68366
P18206,P68366
P19174,P09327
Q16539,P04792
P13569,P04792
P16520,P61952
P10301,P61952
P29992,P61952
Q9HAV0,P61952
P11488,P61952
P16520,P63211
P49356,P63211
P19174,P63211
Q12774,P63211
Q9P2W3,P63211
P29992,P63211
P11488,P63211
P13569,P63211
Q9HAV0,P63211
Q96RI0,P63211
Q99075,Q05209
P41240,Q05209
Q99952,Q05209
O14944,Q05209
Q06547,Q99551
P63211,Q9UIA0
Q9UIQ6,Q04917
P28482,Q04917
Q8WUI4,Q04917
P49815,Q04917
P04150,Q04917
P63098,Q04917
P16144,Q04917
Q9UQL6,Q04917
Q13526,Q04917
P07942,Q04917
P46527,Q04917
P30305,Q04917
P17081,Q00587
Q9BXC9,Q99705
Q3SYG4,Q99705
Q9HAV0,P15153
O00401,P15153
P16520,P15153
O14641,P15153
P19838,P15153
O43639,P15153
Q99819,P15153
P28482,P15153
P11233,P15153
P52566,P15153
Q15311,P15153
Q9NPB6,P15153
Q99075,P15018
P09919,P15018
P13500,P15018
P08253,P15018
P01137,P15018
P29460,P15018
P18428,P15018
Q9NPF7,P15018
P14210,P15018
O00626,P15018
P13725,P15018
P01033,P15018
Q8IWL3,O75439
Q9BVV7,O75439
P30049,O75439
O75251,O75439
P00480,O75439
Q9Y3B4,O95777
Q15020,O95777
P08579,O95777
Q7RTV0,O95777
P09012,O95777
P09234,O95777
P62318,O95777
Q15428,O95777
Q15459,O95777
P18146,O15240
Q8WZ74,Q9ULQ0
Q9NVK5,Q9ULQ0
P62714,Q9ULQ0
P17861,Q9UBS3
Q99705,Q99835
P08151,Q99835
P63211,P03999
P11488,P03999
P61952,P03999
P16520,P03999
P28907,Q8IXJ6
Q9BQG2,Q8IXJ6
P43490,Q8IXJ6
Q96EB6,Q8IXJ6
Q92830,Q8IXJ6
Q9NS69,O75431
O75496,P28358
P17844,O75925
Q969R5,O75925
P62877,O75925
Q15836,O00161
O95721,O00161
O95249,O00161
P11233,O00161
P61266,O00161
O15498,O00161
O15155,O00161
O14653,O00161
Q16623,O00161
Q96KP1,O00161
O75379,O00161
Q9NYJ7,Q9NR61
P07327,O94788
O43174,O94788
Q8IZV5,O94788
Q9NR63,O94788
P20815,O94788
Q9UMS4,Q9Y448
P22362,Q9NPB9
Q99616,Q9NPB9
P32248,Q9NPB9
P40692,O95243
P27695,O95243
O15155,P53618
P84085,P53618
Q16539,P15172
P13349,P15172
Q9C0J9,P15172
P15173,P15172
Q6SJ96,P15172
Q02363,P15172
P53778,P15172
P23409,P15172
Q96EB6,P15172
Q99750,P15172
P62380,P15172
P35270,P17752
P18146,P17752
O43396,Q9BRA2
Q9UN42,P14415
P54707,P14415
Q9UKV8,P51116
Q7Z417,P51116
P07585,O95388
Q9P2D3,Q9Y6Q5
Q6ULP2,Q9Y6Q5
P20645,Q9Y6Q5
P09496,Q9Y6Q5
P21583,P23946
Q13323,Q92843
P35250,Q9UGN5
P10144,Q9UGN5
P07992,Q9UGN5
P56282,Q9UGN5
P35244,Q9UGN5
P27695,Q9UGN5
O75925,Q9UGN5
Q92754,P55317
P24385,P55317
Q9BRR8,Q56P03
Q9UMS4,Q9H6Z9
P62877,Q9H6Z9
P25788,Q15843
Q14145,Q15843
Q9H469,Q15843
Q9UBT2,Q15843
P62877,Q15843
O75832,Q15843
P43686,Q15843
P63208,Q15843
P49427,Q15843
P51665,Q15843
P48556,Q15843
Q9UK97,Q15843
P25789,Q15843
Q96SW2,Q15843
P25787,Q15843
P04844,P61803
Q13724,P61803
Q14165,P61803
P28838,Q16878
P48506,Q16878
P00505,Q16878
Q5U651,P61224
P14210,P61224
Q8WWN8,P61224
P28482,P61224
Q13094,P61224
O95050,Q16613
P10301,Q15052
P15153,Q15052
P04632,Q15052
P07942,Q15052
Q16363,Q15052
Q96EP5,Q92904
Q9UQF2,Q9UPT6
Q16539,Q9HBH9
P28482,Q9HBH9
Q9H9S0,Q9NSC2
Q9UJQ4,Q9NSC2
Q8NI27,Q6PJT7
Q9UBR2,P49257
P43307,P49257
O95406,P49257
O15155,P49257
P53634,P49257
O15498,P49257
P27824,P49257
O14653,P49257
P23942,Q14028
Q9UMX6,Q14028
P11488,Q14028
Q99835,Q7Z7M0
Q9P2W3,P19087
P63211,P19087
Q9HAV0,P19087
P61952,P19087
P03999,P19087
P16520,P19087
P11488,P19087
Q15843,O15037
Q7Z2W4,O15037
Q8TCT0,Q9HA82
Q9NRA0,Q9HA82
Q9BX95,Q9HA82
Q9NY59,Q9HA82
Q96RT7,Q9NRH3
Q96RT7,P23258
Q9NRH3,P23258
P17861,P62249
Q13601,P62249
P60228,P62249
Q02543,P62249
Q9Y5J1,P62249
O60869,P62249
P61619,P62249
P84098,P62249
O15371,P62249
P60468,P62249
P22087,P62249
O00566,P62249
Q9UBQ5,P62249
O43818,P62249
Q13895,P62249
Q9Y6V7,P62249
P25398,P62249
Q96EU6,P62249
Q15003,Q9BPX3
P68400,Q9BPX3
P78329,P18054
Q08477,P18054
P20815,Q6UWM9
P07327,Q6UWM9
P49888,Q6UWM9
P51857,Q6UWM9
P02452,O95450
P27918,O95450
O60739,Q7Z478
P25398,Q7Z478
O15371,Q7Z478
P62249,Q7Z478
Q15836,O95219
O00161,O95219
O95721,O95219
O14653,O95219
Q16623,O95219
P55317,Q6ISB3
O00746,Q7LG56
Q13232,Q7LG56
Q7Z2W4,P04049
Q5XG87,P04049
Q99704,P04049
O00459,P04049
Q9UNE7,P04049
P53041,P04049
P61224,P04049
Q96S59,P04049
P10301,P04049
P28482,P04049
Q04917,P04049
P28300,P04049
Q13526,P04049
P62714,P04049
Q16543,P04049
P19838,P04049
Q15173,P04049
P51797,P04049
Q9Y3C7,Q9NVC6
Q9H204,Q9NVC6
P19387,Q9NVC6
O95931,Q9UQR0
Q9BSM1,Q9UQR0
Q9NZZ3,Q99816
Q9H444,Q99816
O60664,Q99816
P13569,Q99816
O75351,Q99816
O95926,Q9H5Z1
Q9UMS4,Q9H5Z1
Q56P03,Q9H5Z1
P46527,Q8TEL6
P62877,Q8TEL6
P19438,Q8TEL6
Q96SW2,Q8TEL6
Q9BXT4,O75344
Q15843,Q8IWT3
P62877,Q8IWT3
O15145,Q9C0K3
O00401,Q9C0K3
O95168,O43678
Q7L592,O43678
P31930,O43678
O75251,O43678
P17568,O43678
O43676,O43678
Q9UMS4,Q96DF8
Q9UBK5,Q29980
P02533,P13647
P13647,P04264
P13647,P04259
Q9NSC7,Q9NY28
P51787,P22460
Q9UJQ4,Q96SZ4
Q9H9S0,Q96SZ4
O95727,Q92692
P02647,P02649
Q07954,P02649
P02656,P02649
P27169,P02649
P04114,P02649
P11597,P02649
P02749,P02649
O75293,O95257
O60504,Q14151
Q9UBV7,O14594
Q9UQP3,O14594
Q9NPZ5,O14594
Q8IZ52,O14594
Q9P2E5,O14594
Q9H1B5,O14594
P10914,Q10589
Q9Y6K5,Q10589
P18146,Q10589
O60907,Q6PCB7
Q9Y6N9,Q8N6Y0
O60568,Q8NBJ5
Q02809,Q8NBJ5
Q9P0M9,Q9BQ48
P82664,Q9BQ48
Q4U2R6,Q9BQ48
Q9Y2R9,Q9BQ48
P82930,Q9BQ48
Q9BYC8,Q9BQ48
P82673,Q9BQ48
Q13084,Q9BQ48
P62318,Q9UK45
Q15459,Q9UK45
P09234,Q9UK45
P08579,Q9UK45
O95777,Q9UK45
Q9Y3B4,Q9UK45
Q8WVK2,Q9UK45
Q7RTV0,Q9UK45
Q15428,Q9UK45
Q15020,Q9UK45
P09012,Q9UK45
Q9UHP6,Q86UC2
P36954,Q03111
O00472,Q03111
P63272,Q03111
P19387,Q03111
Q8N7H5,Q03111
P41240,O43707
Q96NW7,O43707
P16144,O43707
P18206,O43707
P35579,O43707
P26006,O43707
Q9HBL0,O43707
O75251,O95299
Q7L592,O95299
P14854,O95299
P31930,O95299
O95168,O95299
P17568,O95299
O43678,O95299
O43676,O95299
P19174,P01588
P09919,P01588
Q16539,P01588
P19235,P01588
P40225,P01588
P19838,P01588
P21583,P01588
O60359,Q9BXT2
Q06432,Q9BXT2
Q16539,P17535
P11161,P17535
P18146,P17535
P53539,P17535
Q9NR55,P17535
P17535,P02008
P09105,P02008
Q68CJ9,O00268
Q8IWI9,O00268
P62380,O00268
Q6SJ96,O00268
Q92830,O00268
P05112,O15230
Q15052,O15230
Q14112,O15230
O00626,O15230
P14210,O15230
P07942,O15230
Q16363,O15230
P16144,O15230
P26006,O15230
Q8IWT3,P61081
Q01201,P61081
P63208,P61081
P49427,P61081
Q15843,P61081
Q9Y2X8,P61081
P62877,P61081
Q96EB6,Q13263
P21506,Q13263
P45973,Q13263
Q9GZX5,Q13263
P62249,P41091
P60228,P41091
O75807,P41091
P19525,P41091
O60739,P41091
O15371,P41091
Q9BQI3,P41091
P55010,P41091
Q9UBQ5,P41091
P25398,P41091
Q9UQF2,Q02779
Q9Y5K8,P58004
Q14145,P58004
P15313,P58004
Q969R8,P58004
Q9Y478,P58004
Q8WTW4,P58004
O75976,O75146
P09496,O75146
P82664,Q9BYD3
Q4U2R6,Q9BYD3
P82673,Q9BYD3
P82930,Q9BYD3
Q9Y2R9,Q9BYD3
Q9P0M9,Q9BYD3
Q13084,Q9BYD3
Q9BYC8,Q9BYD3
Q9BQ48,Q9BYD3
O43818,Q9NQ55
O15371,O75821
Q9UBQ5,O75821
O60739,O75821
P25398,O75821
P62249,O75821
P41091,O75821
P60228,O75821
P55010,O75821
Q9NW13,Q9BQ67
Q9UNQ2,Q9BQ67
P42285,Q9BQ67
Q9NW13,Q9H8H0
Q9NQT4,Q9H8H0
Q13601,Q9H8H0
O00566,Q9H8H0
P22087,Q9H8H0
P42285,Q9H8H0
Q9Y5J1,Q9H8H0
O43818,Q9H8H0
Q9Y6V7,Q9H8H0
P62249,Q9H8H0
Q8N4F0,Q8TDL5
Q8TDL5,Q96DR5
Q9UMS4,Q14498
Q9H307,Q14498
Q9H1M3,Q96PH6
Q16822,Q9NR19
Q08426,Q9NR19
Q9BYV1,Q9NR19
Q96EB6,Q9NR19
P16219,Q9NR19
P07311,Q9NR19
P58004,P36543
P30049,P36543
Q8WTW4,P36543
P15313,P36543
Q9Y5K8,P36543
Q969R8,P36543
P56381,P36543
Q15006,O43402
Q9P0I2,O43402
O95863,Q14687
P33992,Q9Y248
Q07021,P00748
P04264,P00748
P00740,P00748
Q8IWL3,O75027
Q9H6D7,Q9BT25
Q68CZ6,Q9BT25
P82930,P82663
Q9BYD3,P82663
Q9P0M9,P82663
Q9BYC8,P82663
Q13084,P82663
P82664,P82663
P82673,P82663
Q9BQ48,P82663
Q4U2R6,P82663
Q9Y2R9,P82663
Q9H444,Q9Y6W3
P04632,Q9Y6W3
Q9UL26,Q9H1K0
Q9H223,Q9H1K0
P09668,O96009
Q7L9B9,P55055
P02649,P55055
P11597,P55055
Q15654,P50479
Q96EK6,O94808
Q16822,P53396
P00505,P53396
Q99798,P53396
Q9UH92,P53396
Q99816,Q9BRG1
Q9H444,Q9BRG1
P10997,O60895
O60896,O60895
P35557,P35575
P09972,P35575
P11233,Q96A65
Q13563,Q96A65
Q92692,Q96A65
O00161,Q96A65
P17081,Q96A65
O95721,Q96A65
Q96KP1,Q96A65
P35579,Q96A65
Q9HAP6,Q13136
Q16623,Q13136
P20336,Q13136
P62714,Q13136
P04150,P10276
Q15744,P10276
Q16539,P10276
P17947,P10276
P28482,P10276
P63098,Q9UD71
P62714,Q9UD71
O60664,O43741
P13569,O43741
Q9C0K7,O43741
P58004,O43741
Q6ZNE5,O43741
Q9Y478,O43741
Q05469,O43741
P49815,O43741
P14866,P35637
P17947,P35637
Q9GZZ1,P35637
Q9Y3I0,P35637
Q13148,P35637
P17844,P35637
O14594,Q86X52
P07585,Q86X52
Q9P2E5,Q86X52
Q8IZ52,Q86X52
Q14331,P09661
O60306,P09661
P09234,P09661
Q9UK45,P09661
P08579,P09661
Q9UMS4,P09661
O95926,P09661
Q15459,P09661
Q9NW64,P09661
Q7RTV0,P09661
P09012,P09661
Q15428,P09661
O95777,P09661
P62318,P09661
Q9Y3B4,P09661
P55055,Q15466
P25963,Q15466
Q96EB6,Q15466
O00399,Q9NZ32
Q02790,Q9NZ32
P04150,Q9NZ32
O96015,Q9NZ32
Q14166,P25685
P13569,P25685
Q16543,P25685
Q9UNE7,P25685
O60869,P25685
P46527,Q66K64
Q14498,Q66K64
P62877,Q66K64
Q8TEL6,Q66K64
Q96SW2,Q66K64
Q13263,Q92922
P04150,Q92922
O94805,Q92922
Q9Y5B9,Q92922
P10914,Q92922
P35557,Q8TEM1
P61970,Q8TEM1
Q9BW27,Q8TEM1
Q92797,Q8TEM1
P62318,Q8TEM1
Q9UKV8,Q8TEM1
O75694,Q8TEM1
Q8TD19,Q8TEM1
P57740,Q8TEM1
Q9NRG9,Q8TEM1
Q9UKF6,Q8TEM1
P49888,P56937
P20815,P56937
P37059,P56937
Q9NZM5,O43159
Q8IXJ6,O43159
Q9NW13,O43159
Q96EB6,O43159
Q9NQ55,O43159
Q03701,O43159
Q9Y5L4,Q9Y5J6
Q4U2R6,Q96EY7
Q9BYD3,Q96EY7
P82673,Q96EY7
Q13084,Q96EY7
Q9BQ48,Q96EY7
Q9P0M9,Q96EY7
P82663,Q96EY7
Q9BYC8,Q96EY7
P82930,Q96EY7
Q9Y2R9,Q96EY7
P82664,Q96EY7
P28482,Q9H0C8
P63208,O15055
P04150,O15055
Q16526,O15055
Q9C0J9,O15055
P10997,O60894
O60896,O60894
O60895,O60894
O43353,Q9BX69
Q9Y239,Q9BX69
P61224,Q684P5
P33992,P27694
Q13416,P27694
P43246,P27694
P07992,P27694
Q99741,P27694
Q14469,P27694
Q14565,P27694
P35250,P27694
Q9H668,P27694
Q9UGN5,P27694
Q9UMS4,P27694
Q8NG08,P27694
P84098,P27694
P40692,P27694
P56282,P27694
P27695,P27694
Q9UBT6,P27694
Q9HB96,P27694
Q9BWT6,P27694
Q96B01,P27694
Q9Y5N6,P27694
P35244,P27694
P52701,P27694
Q96EY7,Q12849
P11912,P01591
Q9H8H0,Q9NQZ2
Q9H501,Q9NQZ2
Q9Y6V7,Q9NQZ2
P22087,Q9NQZ2
Q9NW13,Q9NQZ2
Q9NZM5,Q9NQZ2
O00566,Q9NQZ2
Q96EU6,Q9NQZ2
P42285,Q9NQZ2
P62249,Q9NQZ2
Q13601,Q9NQZ2
Q9Y5J1,Q9NQZ2
O43818,Q9NQZ2
Q9NQT4,Q9NQZ2
P51841,Q02846
Q9UMX6,Q02846
Q01064,Q02846
Q92830,Q9H0E9
Q9C086,Q9H0E9
Q9H9F9,Q9H0E9
O95619,Q9H0E9
P82663,O75616
P82673,O75616
P82930,O75616
Q9Y2R9,O75616
Q96EY7,O75616
P82664,O75616
Q9H8H0,Q9Y221
Q03701,Q9Y221
Q13601,Q9Y221
Q9NW13,Q9Y221
O43818,Q9Y221
Q96EU6,Q9Y221
Q9Y5J1,Q9Y221
P22087,Q9Y221
Q9NQ55,Q9Y221
Q9Y6V7,Q9Y221
O00566,Q9Y221
Q9NZM5,Q9Y221
Q9NQZ2,Q9Y221
Q9UGN5,Q15554
Q9H668,Q15554
Q9NY12,Q15554
P35250,Q15554
O75351,Q9UN37
Q9H444,Q9UN37
Q9NZZ3,Q9UN37
Q99816,Q9UN37
Q9BRG1,Q9UN37
Q9NYJ7,P78504
Q9NR61,P78504
P25685,Q96MM6
P50502,Q96MM6
Q8TEM1,Q96MM6
P57740,Q96MM6
Q9NRG9,Q96MM6
O75694,Q96MM6
Q9BW27,Q96MM6
O15155,P60880
O95721,P60880
Q9H598,P60880
Q13136,P60880
O75379,P60880
P20336,P60880
O15498,P60880
Q9P2U7,P60880
P61266,P60880
Q15836,P60880
O95249,P60880
Q16623,P60880
O00161,P60880
O14653,P60880
O95219,P60880
Q9HAP6,P60880
Q9NPJ8,Q9UKK6
Q8NI27,Q9UKK6
P61970,Q9UKK6
O00148,Q9UKK6
Q96QD9,Q9UKK6
P57740,Q9UKK6
P01024,P02741
P02741,P02743
Q16772,P48448
O75106,P48448
Q9NR19,P48448
P07327,P48448
P28161,P48448
Q9Y294,P49321
P23526,Q9H2M3
Q9Y6Q5,O00203
O75976,O00203
P04049,O00203
O75146,O00203
Q9Y587,O00203
Q99726,O00203
Q16623,Q9H2B2
P63211,P16499
P11488,P16499
P51841,P16499
P19087,P16499
Q02846,P16499
Q14028,P16499
P38432,Q5W0Q7
P29992,P20309
P35579,Q9Y623
P12882,Q9Y623
Q9UKX2,Q9Y623
Q8WUD6,Q9UBM1
P14854,O75880
O75251,O75880
Q7KZN9,O75880
Q15554,P78396
Q9NY12,P78396
Q14004,P78396
Q13416,P78396
Q13287,P78396
P30305,P78396
P63208,P78396
P33992,P78396
Q99741,P78396
P62714,P78396
P24385,P78396
Q9Y5N6,P78396
P10244,P78396
P46527,P78396
Q96DC9,Q8TEB7
P08243,Q9NZL4
Q9UNE7,Q9NZL4
O14641,P78368
Q04917,P78368
Q99835,P78368
Q9Y3C7,Q9BTT4
P19387,Q9BTT4
Q9NVC6,Q9BTT4
Q9H204,Q9BTT4
P19174,P42356
O14735,P42356
P04004,P42356
Q9Y216,P42356
O00459,P42356
O15145,Q9P1U1
O00401,Q9P1U1
P01178,P30990
P14784,P01116
Q99075,P01116
P62714,P01116
Q15768,P01116
P18206,P01116
Q04917,P01116
P17931,P01116
P52799,P01116
P98172,P01116
Q16543,P01116
P04049,P01116
O14944,P01116
Q15052,P01116
Q8N653,P01116
P36404,P01116
O00459,P01116
Q9NP95,P01116
P19838,P01116
Q07890,P01116
Q15173,P01116
Q9HCT0,P01116
P41240,P01116
P10767,P01116
Q15311,P01116
P53041,P01116
P11233,P01116
P01588,P01116
P19235,P01116
P36888,P01116
P28482,P01116
P08620,P01116
Q96NW7,P01116
P21583,P01116
P49356,P01116
P60568,P01116
Q96S59,P01116
Q9GZV9,P01116
P14210,P01116
P57740,O15397
O75694,O15397
Q9BW27,O15397
Q9NRG9,O15397
Q8TEM1,O15397
Q9UKV8,O15397
Q9NVC6,P15090
Q9Y3C7,P15090
Q05469,P15090
Q9H204,P15090
Q9BTT4,P15090
Q8N3F8,O94851
Q6ZW33,O94851
Q5U651,P62070
Q07890,P62070
P10301,P62070
P04049,P62070
Q15311,P62070
Q15052,P62070
O00459,P62070
P35244,Q9BXT5
Q14565,Q9BXT5
P27694,Q9BXT5
Q8IZF0,Q9P2D8
Q06432,Q9H7T0
Q9BXT2,Q9H7T0
O60359,Q9H7T0
P27037,P57105
O75821,P05198
P55010,P05198
O75807,P05198
P08243,P05198
P62249,P05198
P25398,P05198
Q9BQI3,P05198
O15371,P05198
P19525,P05198
O60739,P05198
Q9UBQ5,P05198
P60228,P05198
P41091,P05198
Q7Z478,P05198
Q9BQA1,Q9UBB5
Q96EY7,P82909
P82664,P82909
Q9Y2R9,P82909
P82930,P82909
O75616,P82909
P82663,P82909
P82673,P82909
P10244,P14635
Q02539,P14635
P57740,P14635
Q8N3U4,P14635
Q15311,P14635
Q13526,P14635
Q13416,P14635
O75694,P14635
Q9BPX3,P14635
Q14004,P14635
Q9NRG9,P14635
P46527,P14635
Q8TEM1,P14635
P42356,P14635
Q04917,P14635
Q9Y5N6,P14635
P78396,P14635
Q15003,P14635
P30305,P14635
O95257,P14635
P62714,P14635
Q13287,P14635
Q8TD19,P14635
Q99741,P14635
P04406,P14635
Q9UKT4,P14635
O75293,P14635
Q14807,P14635
P24385,P14635
Q9BW27,P14635
P36954,P50613
P24385,P50613
P07992,P50613
P78396,P50613
P35244,P50613
Q9Y5B9,P50613
P14635,P50613
O00268,P50613
Q14094,P50613
P63272,P50613
Q16543,P50613
P19387,P50613
Q14004,P50613
P46527,P50613
P10276,P50613
Q8IUC6,O43187
P25963,O43187
Q9Y239,O43187
P19838,O43187
Q15750,O43187
P08138,O43187
Q8N5S9,Q14012
O14641,P40337
Q6IE81,P40337
Q9H6Z9,P40337
Q15843,P40337
P62877,P40337
O14965,P40337
Q14469,O14503
Q16613,O14503
Q9C0J9,O14503
Q9HB96,O14503
P17861,Q92611
Q9GZP9,Q92611
P27824,Q92611
P60468,Q92611
O43402,Q9NPA0
Q9P0I2,Q9NPA0
Q15006,Q9NPA0
Q01064,Q01433
P31939,Q01433
Q9BXI3,Q01433
P00390,P46439
P07327,P46439
P28161,P46439
O43708,P46439
Q16772,P46439
P48637,P46439
P48448,P46439
P48637,P21266
O43708,P21266
P28161,P21266
P07327,P21266
Q16772,P21266
P46439,P21266
P00390,P21266
P20815,P21266
O75146,Q99523
Q9UKN5,Q99523
P08138,Q99523
P30990,Q99523
P04114,Q99523
P28799,Q99523
O00203,Q99523
O75976,Q99523
P01266,Q99523
Q969R8,O43504
P49815,O43504
P23443,O43504
O43741,O43504
Q9Y478,O43504
Q8WTW4,O43504
P58004,O43504
Q8NES3,Q04721
P78504,Q04721
Q14469,Q04721
Q9Y2E6,Q04721
Q9NR61,Q04721
P10144,Q04721
Q9NYJ7,Q04721
Q9Y6R0,Q04721
O14641,Q04721
Q9UKV8,Q04721
P53618,P61204
O15498,P61204
O15155,P61204
P84085,P61204
P61224,Q9ULH0
P08138,Q9ULH0
P11172,Q5EBM0
Q7LG56,Q5EBM0
Q8TCD5,Q5EBM0
Q9BXI3,Q5EBM0
O00746,Q5EBM0
Q13232,Q5EBM0
P05111,P19883
P08476,P19883
