uniprot,uniprot2
Q13084,P82650
O15235,P82650
Q7Z7H8,P82650
Q9H9J2,P82650
Q6P161,P82650
P82933,P82650
Q9Y2Q9,P82650
Q9H2K0,P82650
P82664,P82650
Q9BYN8,P82650
Q8N983,P82650
P09001,P82650
Q9H2W6,P82650
P82914,P82650
Q9Y3D5,P82650
Q16540,P82650
Q9H0U6,P82650
Q9Y291,P82650
Q9BYD3,P82650
Q7Z7F7,P82650
Q5T653,P82650
Q6P1L8,P82650
P82673,P82650
Q9Y399,P82650
Q96E11,P82650
Q92665,P82650
Q96BP2,P82650
Q9NYK5,P82650
P51398,P82650
Q9NZE8,P82650
Q9BYD1,P82650
Q9BYC9,P82650
Q96EL3,P82650
P49406,P82650
Q96GC5,P82650
Q9BQC6,P82650
Q9NX20,P82650
Q9BYD2,P82650
O75394,P82650
Q9Y3D9,P82650
P47897,P82650
P82932,P82650
Q9Y2R5,P82650
Q9NWT8,P82650
Q8TCC3,P82650
Q96DV4,P82650
Q9NQ50,P82650
Q8IXM3,P82650
Q9Y676,P82650
Q86TS9,P82650
Q9Y3D3,P82650
P42704,P82650
P52815,P82650
Q12849,P82650
P82909,P82650
Q9NRX2,P82650
Q8IU57,Q86WN2
P48551,Q86WN2
P17181,Q86WN2
P38484,Q86WN2
Q92692,Q9NQS3
P55196,Q9NQS3
O95832,Q9NQS3
P15151,Q9NQS3
P12931,Q9NQS3
Q9BY67,Q9NQS3
Q8TEW0,Q9NQS3
Q05397,Q9NQS3
Q8N126,Q9NQS3
P42336,Q9NQS3
Q9Y624,Q9NQS3
Q15223,Q9NQS3
P63218,Q9NY47
Q8WXS5,Q9NY47
Q15878,Q9NY47
Q13698,Q9NY47
P61764,Q9NY47
Q16623,Q9NY47
O00445,Q9NY47
P60880,Q9NY47
P63211,Q9NY47
Q06432,Q9NY47
Q9Y698,Q9NY47
Q9HAV0,Q9NY47
Q08289,Q9NY47
P50151,Q9NY47
Q9P2W3,Q9NY47
Q9UBN1,Q9NY47
O00555,Q9NY47
Q9BXT2,Q9NY47
P63215,Q9NY47
Q13936,Q9NY47
P63027,Q9NY47
P62955,Q9NY47
O43497,Q9NY47
O95180,Q9NY47
Q00975,Q9NY47
Q01668,Q9NY47
P59768,Q9NY47
Q9UK08,Q9NY47
Q02641,Q9NY47
P61952,Q9NY47
P54284,Q9NY47
P16520,Q9NY47
P62879,Q9NY47
P50150,Q9NY47
P01308,Q9NY47
Q9UBI6,Q9NY47
O60262,Q9NY47
O14775,Q9NY47
O60840,Q9NY47
O00567,P61513
P63173,P61513
P13639,P61513
P62899,P61513
P62913,P61513
Q9UQ80,P61513
P20290,P61513
Q9NZM5,P61513
P46778,P61513
P40429,P61513
P62266,P61513
P60059,P61513
P62910,P61513
P62750,P61513
Q9NX58,P61513
P61927,P61513
P15880,P61513
P61313,P61513
P49207,P61513
P55769,P61513
Q9Y221,P61513
P50914,P61513
Q02543,P61513
Q96A33,P61513
P39023,P61513
P18621,P61513
P46776,P61513
P62241,P61513
P62847,P61513
P62753,P61513
Q15050,P61513
P49458,P61513
P62273,P61513
P63220,P61513
P62917,P61513
P32969,P61513
P37108,P61513
P61247,P61513
Q9UHA3,P61513
P62979,P61513
P17861,P61513
P42766,P61513
P26373,P61513
Q8NC51,P61513
P08708,P61513
Q96L21,P61513
P62280,P61513
P61221,P61513
P42677,P61513
O00488,P61513
P23396,P61513
O60524,P61513
P62249,P61513
Q9UHB9,P61513
P05386,P61513
P06748,P61513
P62701,P61513
P62495,P61513
P25398,P61513
P62854,P61513
Q13823,P61513
Q96EY4,P61513
P61619,P61513
Q9Y450,P61513
P62891,P61513
P62081,P61513
P56537,P61513
P62244,P61513
P18124,P61513
Q71UM5,P61513
Q9H7B2,P61513
Q9BVP2,P61513
P46777,P61513
Q9BVK8,P61513
P08865,P61513
Q9BRT6,P61513
P60468,P61513
P62269,P61513
Q9BZE4,P61513
P27635,P61513
P35268,P61513
P62424,P61513
P83881,P61513
P68104,P61513
Q02878,P61513
P05387,P61513
Q9BRX2,P61513
P36578,P61513
Q8N0Z6,P61513
P62987,P61513
P84098,P61513
P46781,P61513
P15170,P61513
P83731,P61513
Q92901,P61513
P62906,P61513
Q9H089,P61513
P62263,P61513
P30050,P61513
Q969V3,P61513
Q969S3,P61513
P00533,P23470
P31944,Q96RM1
Q9BYE4,Q96RM1
P35325,Q96RM1
Q5T7P3,Q96RM1
A0A183,Q96RM1
P22528,Q96RM1
Q5T753,Q96RM1
P22532,Q96RM1
P35321,Q96RM1
O14633,Q96RM1
Q9BYE3,Q96RM1
Q5TA77,Q96RM1
Q9UBC9,Q96RM1
P35326,Q96RM1
Q5TA81,Q96RM1
P22531,Q96RM1
Q8IXQ6,Q460N5
P42226,Q460N5
Q8TDB6,Q460N5
Q9BYG3,Q6DKI1
O00541,Q6DKI1
P62424,Q6DKI1
P61513,Q6DKI1
Q15397,Q6DKI1
P62753,Q6DKI1
Q00534,Q7L590
P09884,Q7L590
Q14181,Q7L590
P15927,Q7L590
P33993,Q7L590
Q96EB6,Q7L590
Q14566,Q7L590
Q13415,Q7L590
P35244,Q7L590
P56282,Q7L590
Q96CS2,Q7L590
Q9UJA3,Q7L590
O75496,Q7L590
Q13156,Q7L590
Q99741,Q7L590
P49736,Q7L590
O75419,Q7L590
Q9Y5N6,Q7L590
Q9BTE3,Q7L590
P30281,Q7L590
P33992,Q7L590
P24941,Q7L590
Q13416,Q7L590
Q9BVW5,Q7L590
Q16531,Q7L590
Q07864,Q7L590
Q9UBU7,Q7L590
Q9BRT9,Q7L590
P38936,Q7L590
Q9Y4B6,Q7L590
Q9H211,Q7L590
O75717,Q7L590
Q9Y248,Q7L590
P27694,Q7L590
Q9NRF9,Q7L590
P33991,Q7L590
Q13535,Q7L590
P11387,Q7L590
Q8WXE1,Q7L590
Q9UBD5,Q7L590
O00311,Q7L590
Q9HAW4,Q7L590
O14757,Q7L590
O43913,Q7L590
P49642,Q7L590
Q07864,O76071
Q9H5X1,O76071
Q9NZ71,O76071
Q9H6Q4,O76071
Q8WVC0,O76071
P18074,O76071
Q96T76,O76071
P53384,O76071
P19544,O76071
Q9Y3D0,O76071
Q9Y5Y2,O76071
P05141,O76071
O15442,O76071
Q9UKA1,O76071
P51530,O76071
Q5VV42,O76071
P28340,O76071
Q9BX63,O76071
P61221,O76071
O00268,Q8IZX4
O75486,Q8IZX4
Q16514,Q8IZX4
Q12962,Q8IZX4
Q92750,Q8IZX4
P52657,Q8IZX4
Q5H9L4,Q8IZX4
Q00403,Q8IZX4
Q16594,Q8IZX4
P29084,Q8IZX4
Q6P1X5,Q8IZX4
Q6SJ96,Q8IZX4
Q5VWG9,Q8IZX4
Q15543,Q8IZX4
P29083,Q8IZX4
P13984,Q8IZX4
Q15542,Q8IZX4
P50613,Q8IZX4
P62380,Q8IZX4
P21675,Q8IZX4
P04637,Q8IZX4
P20226,Q8IZX4
Q9HBM6,Q8IZX4
P49848,Q8IZX4
Q9Y6J9,Q8IZX4
P35269,Q8IZX4
P30876,Q8IZX4
Q7Z7C8,Q8IZX4
Q15544,Q8IZX4
O75529,Q8IZX4
Q15545,Q8IZX4
P30084,P26440
Q08426,P26440
Q9HCC0,P26440
P09622,P26440
P11182,P26440
P38117,P26440
Q96RQ3,P26440
P40939,P26440
P12694,P26440
P21953,P26440
Q15363,Q9Y5M8
P17861,Q9Y5M8
Q96HY6,Q9Y5M8
P08240,Q9Y5M8
P56277,Q8WYQ3
Q8N4Q1,Q8WYQ3
Q14061,Q8WYQ3
Q9BUR5,Q8WYQ3
O60220,Q8WYQ3
Q9Y6H1,Q8WYQ3
Q9Y5L4,Q8WYQ3
P55789,Q8WYQ3
Q9BSY4,Q8WYQ3
Q5XKP0,Q8WYQ3
Q9NX63,Q8WYQ3
Q9BRQ6,Q8WYQ3
Q13148,Q8WYQ3
Q49B96,Q8WYQ3
Q5JTJ3,Q8WYQ3
Q5TGZ0,Q8WYQ3
Q9NYJ1,Q8WYQ3
Q9NRP2,Q8WYQ3
Q6UXV4,Q8WYQ3
Q9BUK0,Q8WYQ3
Q16891,Q8WYQ3
P07919,O95167
P03886,O95167
O75380,O95167
O95298,O95167
Q9UDW1,O95167
O43181,O95167
Q7L592,O95167
Q9P032,O95167
P49821,O95167
Q9BU61,O95167
O75306,O95167
O95182,O95167
P20674,O95167
P03905,O95167
P47985,O95167
P51970,O95167
Q9NX14,O95167
Q9BQ95,O95167
P03901,O95167
O15239,O95167
P08574,O95167
P22695,O95167
P03897,O95167
Q9UI09,O95167
Q16795,O95167
O00483,O95167
P56181,O95167
O00217,O95167
Q9Y6M9,O95167
P03923,O95167
P28331,O95167
O75438,O95167
O75489,O95167
O95169,O95167
P03915,O95167
O95139,O95167
O43674,O95167
Q9H845,O95167
Q5TEU4,O95167
P00156,O95167
O96000,O95167
O95299,O95167
Q16718,O95167
P31930,O95167
P19404,O95167
Q86Y39,O95167
O43678,O95167
O43676,O95167
O14949,O95167
O43920,O95167
O95168,O95167
P03891,O95167
Q96CU9,O95167
O75251,O95167
P17568,O95167
Q9Y375,O95167
P61981,P67775
Q06124,P67775
P12931,P67775
P42345,P67775
P49407,P67775
O15344,P67775
Q5SWA1,P67775
O75581,P67775
P06239,P67775
Q96QC0,P67775
Q13033,P67775
P49841,P67775
Q9P2B4,P67775
O75807,P67775
O96017,P67775
O15169,P67775
Q13522,P67775
P27361,P67775
P62136,P67775
Q9UBS0,P67775
Q9BRV8,P67775
P17252,P67775
P16118,P67775
O00506,P67775
P78396,P67775
Q9H0H0,P67775
P00533,P67775
P40227,P67775
P04049,P67775
P10636,P67775
Q16625,P67775
Q99832,P67775
P31751,P67775
P16333,P67775
Q9UP38,P67775
Q8N201,P67775
P39687,P67775
P62140,P67775
P04628,P67775
Q16537,P67775
Q6P9B9,P67775
Q16821,P67775
Q13136,P67775
Q92997,P67775
Q9BSB4,P67775
P01116,P67775
P02545,P67775
P63104,P67775
P28749,P67775
Q14738,P67775
P31946,P67775
Q9UIC8,P67775
P61244,P67775
P32121,P67775
P20700,P67775
Q86XL3,P67775
P35222,P67775
P01308,P67775
P25025,P67775
Q86US8,P67775
Q02750,P67775
P15056,P67775
P36507,P67775
Q9Y5P8,P67775
Q92837,P67775
P27348,P67775
Q5FBB7,P67775
O95684,P67775
Q15173,P67775
Q9BUL8,P67775
P30154,P67775
Q00005,P67775
Q08209,P67775
P06400,P67775
P06213,P67775
Q9Y570,P67775
O14757,P67775
P41743,P67775
Q6UXN9,P67775
P78371,P67775
P04637,P67775
Q9UPR3,P67775
P62714,P67775
Q9P289,P67775
Q9UL03,P67775
Q5VSL9,P67775
Q13541,P67775
O75663,P67775
O14974,P67775
P49368,P67775
Q06190,P67775
Q08050,P67775
P11940,P67775
O14641,P67775
P19838,P67775
P99999,P67775
P50990,P67775
Q04206,P67775
Q14BN4,P67775
O75145,P67775
O43597,P67775
Q13526,P67775
P62258,P67775
Q9Y2T4,P67775
Q9Y228,P67775
Q9ULQ0,P67775
P20248,P67775
Q9UD71,P67775
P10398,P67775
P36873,P67775
Q05513,P67775
P22830,P67775
Q12834,P67775
Q8IYT8,P67775
Q8TF05,P67775
P63098,P67775
Q9Y6E0,P67775
P10145,P67775
Q15172,P67775
Q8IVT5,P67775
P56704,P67775
O75531,P67775
Q9NP71,P67775
Q9Y3A3,P67775
P06241,P67775
Q04917,P67775
Q6NUP7,P67775
O96001,P67775
O75197,P67775
Q08999,P67775
P27448,P67775
Q9NVH2,P67775
Q9NVK5,P67775
P55072,P67775
P06493,P67775
Q93098,P67775
P01133,P67775
Q9UQ13,P67775
P51959,P67775
P60510,P67775
Q13362,P67775
O43815,P67775
P31947,P67775
Q96GX5,P67775
P16298,P67775
P48643,P67775
P10415,P67775
Q13164,P67775
Q969G9,P67775
Q8WZ74,P67775
P37173,P67775
P01111,P67775
O14640,P67775
P30153,P67775
Q15257,P67775
P23443,P67775
P28482,P67775
Q13616,P67775
P17987,P67775
O75474,P67775
Q66LE6,P67775
Q9NRL3,P67775
P14635,P67775
Q01105,P67775
P78318,P67775
P51617,P67775
Q14332,P67775
Q00987,P67775
O75385,P67775
P63151,P67775
Q9Y243,P67775
P63208,P67775
Q9NY27,P67775
P01112,P67775
Q4G163,P67775
O43683,P67775
Q9BUB5,P67775
P50991,P67775
P60484,P08473
P68400,P08473
P27487,P08473
P42785,P08473
O43895,P08473
Q16819,P08473
P01019,P08473
P21926,P08473
Q16820,P08473
P01160,P08473
P05067,P08473
Q9BYF1,P08473
P15311,P08473
P05305,P08473
Q9UNN5,Q9UNZ2
Q92575,Q9UNZ2
Q13190,Q9UNZ2
Q04323,Q9UNZ2
Q8TAT6,Q9UNZ2
Q96JH7,Q9UNZ2
Q9BZE9,Q9UNZ2
P68543,Q9UNZ2
O94888,Q9UNZ2
Q15435,Q9UNZ2
Q8NHG7,Q9UNZ2
Q9Y263,Q9UNZ2
P62191,Q9UNZ2
P55072,Q9UNZ2
Q92890,Q9UNZ2
Q9BZV1,Q9UNZ2
P05177,P35503
Q02928,P35503
P08684,P35503
P20813,P35503
P28702,P35503
P20815,P35503
P28845,P35503
Q06278,P35503
P11712,P35503
P04798,P35503
Q15788,P35503
P55055,P35503
Q8WZ04,P35503
P11509,P35503
Q5TCH4,P35503
P10632,P35503
P10635,P35503
P37059,P35503
P49888,P35503
P33260,P35503
Q96SQ9,P35503
Q16696,P35503
P21964,P35503
O60701,P35503
O75828,P35503
O00748,P35503
P08236,P35503
Q13595,O15042
O75533,O15042
P62318,O15042
Q7L014,O15042
Q13435,O15042
O75400,O15042
Q15428,O15042
P62306,O15042
O75940,O15042
Q15459,O15042
Q96I25,O15042
P09661,O15042
O43143,O15042
P63162,O15042
P98175,O15042
Q12874,O15042
P62308,O15042
Q8WYA6,O15042
P52756,O15042
Q9Y3B4,O15042
Q7RTV0,O15042
Q15393,O15042
P62304,O15042
P08579,O15042
Q15696,O15042
P62316,O15042
P62314,O15042
P14678,O15042
Q9Y294,Q6ZU65
Q4KMG0,Q9BWV1
Q14623,Q9BWV1
Q99835,Q9BWV1
O43323,Q9BWV1
P54826,Q9BWV1
Q15465,Q9BWV1
Q13635,Q9BWV1
P19022,Q9BWV1
P55291,Q9BWV1
P35222,Q9BWV1
P98164,Q9BWV1
Q9Y6C5,Q9BWV1
Q9NNW7,Q99611
P49903,Q99611
Q96I15,Q99611
Q9HD40,Q99611
O95257,P57060
Q16777,Q5VVJ2
P0CG47,Q5VVJ2
P51531,Q5VVJ2
Q6STE5,Q5VVJ2
Q8NFD5,Q5VVJ2
O96019,Q5VVJ2
Q92925,Q5VVJ2
Q09472,Q5VVJ2
O14497,Q5VVJ2
Q96GM5,Q5VVJ2
O94805,Q5VVJ2
Q969G3,Q5VVJ2
P62979,Q5VVJ2
Q12824,Q5VVJ2
P98175,Q5VVJ2
P51532,Q5VVJ2
P52732,Q5VVJ2
Q92831,Q5VVJ2
P62987,Q5VVJ2
Q9C0I4,Q9P2N4
Q9Y2G5,Q9P2N4
Q8TE59,Q9P2N4
P07996,Q9P2N4
Q9P283,Q9P2N4
Q6ZMP0,Q9P2N4
Q6UY14,Q9P2N4
Q9UNA0,Q9P2N4
Q9UP79,Q9P2N4
Q8N6G6,Q9P2N4
Q86TH1,Q9P2N4
Q8WXS8,Q9P2N4
Q9UKP5,Q9P2N4
Q9UPZ6,Q9P2N4
Q8TE60,Q9P2N4
Q13591,Q9P2N4
P35442,Q9P2N4
P16112,Q9P2N4
Q8TE56,Q9P2N4
Q8TE58,Q9P2N4
Q9UKP4,Q9P2N4
Q8IVN8,Q9P2N4
O95450,Q9P2N4
P82987,Q9P2N4
Q6ZMM2,Q9P2N4
Q76LX8,Q9P2N4
O75173,Q9P2N4
P59510,Q9P2N4
Q6Y288,Q9P2N4
Q9H324,Q9P2N4
Q9UHI8,Q9P2N4
Q9NS62,Q9P2N4
Q8TE57,Q9P2N4
O15072,Q9P2N4
P27918,Q9P2N4
A0AV96,Q9H6T0
P52272,Q9H6T0
O43251,Q9H6T0
Q6NXG1,Q9H6T0
Q9NZC2,Q5T2D2
Q9NP99,Q5T2D2
Q86YW5,Q5T2D2
O60260,Q99497
P60484,Q99497
P23246,Q99497
P10599,Q99497
Q9NQR4,Q99497
P11021,Q99497
Q9UBN7,Q99497
Q8WUX9,Q99497
P34932,Q99497
Q9H9H4,Q99497
P20073,Q99497
P06733,Q99497
P30044,Q99497
Q96EY5,Q99497
Q99816,Q99497
Q9UER7,Q99497
Q9BXM7,Q99497
P07900,Q99497
Q5S007,Q99497
Q15233,Q99497
P37840,Q99497
P30041,Q99497
Q16236,Q99497
Q9UQN3,Q99497
Q9BY43,Q99497
Q8NEZ2,Q99497
Q86XT2,Q99497
P61088,Q99497
P00441,Q99497
P63279,Q99497
Q96FZ7,Q99497
Q9NZ09,Q99497
Q5THR3,Q99497
P60174,Q99497
P04637,Q99497
P32119,Q99497
Q99683,Q99497
P14174,Q99497
Q9H444,Q99497
Q9H7P6,Q99497
Q07817,Q99497
P55072,Q99497
P13473,Q99497
P32322,Q99497
P03886,Q99497
P63165,Q99497
O00483,Q99497
Q96CF2,Q99497
O75489,Q99497
Q8NFJ9,Q99497
A5D8V6,Q99497
Q9UK41,Q99497
P09936,Q99497
P08238,Q99497
Q9BU61,Q9NPL8
O75489,Q9NPL8
O96000,Q9NPL8
Q16718,Q9NPL8
P03905,Q9NPL8
Q8IUX1,Q9NPL8
P14854,Q9NPL8
O60220,Q9NPL8
O75251,Q9NPL8
Q86Y39,Q9NPL8
Q16795,Q9NPL8
O95169,Q9NPL8
P56385,Q9NPL8
Q5TEU4,Q9NPL8
O43674,Q9NPL8
O14548,Q9NPL8
Q8WWC4,Q9NPL8
Q9Y4W6,Q9NPL8
O75306,Q9NPL8
O95167,Q9NPL8
Q9Y512,Q9NPL8
Q9H845,Q9NPL8
O95139,Q9NPL8
Q8N2C7,Q9NPL8
Q96TA2,Q9NPL8
P51970,Q9NPL8
Q9NZJ7,Q9NPL8
Q9BQ95,Q9NPL8
O15239,Q9NPL8
O95298,Q9NPL8
Q9Y6M9,Q9NPL8
P03886,Q9NPL8
Q7L592,Q9NPL8
O43920,Q9NPL8
Q9NX14,Q9NPL8
P49821,Q9NPL8
Q9UI09,Q9NPL8
Q9Y375,Q9NPL8
O95168,Q9NPL8
Q9BUR5,Q9NPL8
Q9UDW1,Q9NPL8
O00217,Q9NPL8
P56181,Q9NPL8
P53701,Q9NPL8
Q9NX40,Q9NPL8
P10606,Q9NPL8
Q330K2,Q9NPL8
O43676,Q9NPL8
O75438,Q9NPL8
Q9P032,Q9NPL8
P03891,Q9NPL8
Q9Y2U9,Q9Y6D0
P55072,Q9Y6D0
Q9BQE4,Q9Y6D0
Q6P6C2,Q9C0B1
O95298,P56556
O95168,P56556
Q9UI09,P56556
O75251,P56556
P07919,P56556
P03905,P56556
Q9Y375,P56556
P56181,P56556
O43674,P56556
P28331,P56556
Q9Y6C9,P56556
Q9Y6M9,P56556
Q9H845,P56556
P03901,P56556
Q86Y39,P56556
P51970,P56556
O95139,P56556
Q9P032,P56556
Q9BU61,P56556
O43678,P56556
Q9BQ95,P56556
P21912,P56556
P03923,P56556
P14854,P56556
O43920,P56556
O95167,P56556
P03886,P56556
O75306,P56556
P08574,P56556
O43676,P56556
P19404,P56556
Q9NPL8,P56556
P47985,P56556
O95299,P56556
P17568,P56556
Q96CU9,P56556
Q16718,P56556
O15239,P56556
P22695,P56556
P00156,P56556
Q9UDW1,P56556
Q9NX14,P56556
P03891,P56556
P20674,P56556
Q16795,P56556
P03915,P56556
O00217,P56556
O14949,P56556
O95169,P56556
O00483,P56556
O75489,P56556
P49821,P56556
O96000,P56556
O75380,P56556
P31930,P56556
P03897,P56556
Q9BSJ5,P56556
O95182,P56556
P56134,P56556
O43181,P56556
O75438,P56556
Q8IUX1,P56556
P62917,P47914
P42766,P47914
Q96A33,P47914
P49207,P47914
P37108,P47914
P61619,P47914
P62081,P47914
P62913,P47914
P62987,P47914
P13639,P47914
P60059,P47914
P25398,P47914
P23396,P47914
P26373,P47914
P46781,P47914
P18621,P47914
P62249,P47914
P62241,P47914
P61513,P47914
P60468,P47914
P62244,P47914
P62910,P47914
P62495,P47914
Q969S3,P47914
Q02878,P47914
P62847,P47914
P08865,P47914
P27635,P47914
Q9NX58,P47914
P62266,P47914
P62979,P47914
P49458,P47914
Q969V3,P47914
P62854,P47914
P62753,P47914
P84098,P47914
Q9BZE4,P47914
P05387,P47914
P83881,P47914
P05386,P47914
P61927,P47914
P32969,P47914
Q13823,P47914
P62906,P47914
P62701,P47914
P62750,P47914
P35268,P47914
Q15050,P47914
P42677,P47914
Q9UHB9,P47914
P61221,P47914
P46777,P47914
P18124,P47914
P50914,P47914
P08708,P47914
P40429,P47914
P83731,P47914
Q9BRT6,P47914
Q9H089,P47914
P62263,P47914
P15880,P47914
P61247,P47914
P62280,P47914
P62899,P47914
P30050,P47914
P61313,P47914
Q9UQ80,P47914
P56537,P47914
P39023,P47914
Q96EY4,P47914
Q8NC51,P47914
Q96L21,P47914
P36578,P47914
P46776,P47914
P62891,P47914
P46778,P47914
P63220,P47914
O60739,P47914
P63173,P47914
O00488,P47914
P62269,P47914
Q9UHA3,P47914
P20290,P47914
P68104,P47914
Q02543,P47914
Q9BVK8,P47914
P62273,P47914
P62424,P47914
P17861,P47914
O60524,P47914
Q15022,P42771
Q99459,P42771
P04198,P42771
Q9H3D4,P42771
Q14669,P42771
P40337,P42771
P61244,P42771
Q7Z6Z7,P42771
Q15672,P42771
P33992,P42771
Q07021,P42771
P06400,P42771
Q00534,P42771
P06748,P42771
P84022,P42771
Q15831,P42771
P53778,P42771
O14746,P42771
P01112,P42771
Q92993,P42771
P62913,P42771
P62987,P42771
P38936,P42771
O15264,P42771
Q9HCE1,P42771
Q9HCK5,P42771
P42772,P42771
Q15759,P42771
P11387,P42771
P08047,P42771
Q14191,P42771
Q9UPQ9,P42771
P53779,P42771
P07900,P42771
P14921,P42771
P24385,P42771
Q9NQB0,P42771
P30279,P42771
P61289,P42771
P04637,P42771
Q14209,P42771
P30281,P42771
P40855,P42771
Q9UJU2,P42771
Q9UL18,P42771
Q08050,P42771
O14807,P42771
P15036,P42771
P42773,P42771
P42336,P42771
P62979,P42771
Q07817,P42771
P60484,P42771
P49918,P42771
P51532,P42771
O00716,P42771
Q13761,P42771
P62070,P42771
O00311,P42771
P49736,P42771
Q13207,P42771
Q66K89,P42771
Q15910,P42771
Q13485,P42771
P00519,P42771
P61956,P42771
Q04206,P42771
O75496,P42771
Q7L590,P42771
Q99741,P42771
Q8NDV7,P42771
P63165,P42771
P01111,P42771
Q16539,P42771
Q9NS23,P42771
Q13547,P42771
P63279,P42771
Q00987,P42771
P0CG47,P42771
P24864,P42771
O15151,P42771
P35222,P42771
P46527,P42771
Q01094,P42771
P01116,P42771
Q93009,P42771
P11802,P42771
P10301,P42771
Q9H9G7,P42771
P49711,P42771
Q14186,P42771
O75419,P42771
Q9HCJ0,P42771
A6ZKI3,Q86TG7
Q8IUQ4,Q86TG7
Q17RB0,Q86TG7
P63279,P38398
P46063,P38398
Q14683,P38398
P11387,P38398
Q14191,P38398
Q12888,P38398
P06401,P38398
Q8NB91,P38398
Q14159,P38398
Q8WX92,P38398
Q6UWZ7,P38398
Q04206,P38398
Q15910,P38398
Q9NVI1,P38398
Q17RS7,P38398
P62837,P38398
Q12824,P38398
P03372,P38398
O15360,P38398
Q6ZW49,P38398
O95271,P38398
P14635,P38398
P62140,P38398
Q9UJX4,P38398
P35251,P38398
P61086,P38398
Q13309,P38398
P06400,P38398
Q05048,P38398
Q96B02,P38398
Q99496,P38398
Q08211,P38398
Q15054,P38398
Q9UBU8,P38398
Q8IYD8,P38398
Q0VG06,P38398
Q969T4,P38398
Q92560,P38398
O95931,P38398
Q07864,P38398
P18887,P38398
Q13547,P38398
P10275,P38398
Q06587,P38398
P40938,P38398
O60216,P38398
Q04323,P38398
Q02241,P38398
P20585,P38398
P14921,P38398
Q9NS91,P38398
P17275,P38398
O14965,P38398
P49454,P38398
O60671,P38398
P51965,P38398
Q9H9A7,P38398
Q96RT7,P38398
P54132,P38398
P84022,P38398
Q9Y5K1,P38398
Q15853,P38398
Q7L590,P38398
Q96RL1,P38398
Q8IZU3,P38398
P62979,P38398
Q9NW38,P38398
P11802,P38398
Q9NRF9,P38398
Q9UJX2,P38398
Q8IY92,P38398
P43351,P38398
Q13185,P38398
O95714,P38398
P49959,P38398
P12956,P38398
Q9HC77,P38398
P04637,P38398
Q9UHK0,P38398
O96017,P38398
Q14565,P38398
P61088,P38398
P33240,P38398
Q13287,P38398
Q6QNY1,P38398
Q01094,P38398
P13010,P38398
Q9UJX6,P38398
P43246,P38398
O14757,P38398
Q96KK5,P38398
Q92793,P38398
Q9UJX3,P38398
P20248,P38398
P12830,P38398
P42771,P38398
P00519,P38398
P21359,P38398
O00762,P38398
O75330,P38398
P38936,P38398
Q99638,P38398
P08047,P38398
P09874,P38398
Q13363,P38398
Q86YC2,P38398
P11940,P38398
Q8IXK0,P38398
Q96EB6,P38398
O95239,P38398
P24864,P38398
O15287,P38398
P21333,P38398
Q13042,P38398
Q7L7L0,P38398
O60921,P38398
Q9H668,P38398
Q9Y253,P38398
Q9NZ71,P38398
Q14192,P38398
P54278,P38398
Q9BWT6,P38398
Q99728,P38398
P15927,P38398
P35249,P38398
Q14145,P38398
Q16666,P38398
Q9H4M3,P38398
Q9HC52,P38398
P61956,P38398
Q92993,P38398
P78527,P38398
P28340,P38398
P23771,P38398
O60934,P38398
Q99708,P38398
Q14676,P38398
O75461,P38398
P27694,P38398
P51587,P38398
Q96B01,P38398
O15457,P38398
P51668,P38398
P35244,P38398
O75925,P38398
Q9HCU8,P38398
P11388,P38398
P24941,P38398
Q7Z569,P38398
P15336,P38398
Q92547,P38398
P42224,P38398
Q15648,P38398
P0CG47,P38398
P51530,P38398
Q9HAW4,P38398
Q6PJG6,P38398
P53350,P38398
O43543,P38398
O96028,P38398
P62136,P38398
Q96NY9,P38398
Q8NHZ8,P38398
Q9NTK5,P38398
Q9HB96,P38398
Q9UQ84,P38398
P23258,P38398
Q9Y243,P38398
Q14781,P38398
Q8N2W9,P38398
P40692,P38398
Q96LR5,P38398
P35250,P38398
P46736,P38398
P14859,P38398
P31751,P38398
O14867,P38398
Q16778,P38398
Q8WVM7,P38398
P51532,P38398
O60566,P38398
Q96E14,P38398
P30307,P38398
Q08AG7,P38398
Q9UBT6,P38398
Q9BYE7,P38398
Q16254,P38398
O76064,P38398
Q92878,P38398
Q9NXR7,P38398
P23458,P38398
P09651,P38398
P07900,P38398
P56282,P38398
O43502,P38398
Q96SD1,P38398
Q16763,P38398
P24522,P38398
P06493,P38398
P62987,P38398
Q9BVW5,P38398
P54274,P38398
Q9Y2I6,P38398
O43196,P38398
Q96HA7,P38398
Q7Z333,P38398
P52701,P38398
O00257,P38398
Q9UGJ1,P38398
Q9NY74,P38398
Q9NPI8,P38398
Q96L34,P38398
Q96AY2,P38398
O15084,P38398
P05412,P38398
Q8IY18,P38398
P07992,P38398
Q6NZ67,P38398
Q9NWV8,P38398
Q9NS56,P38398
Q00597,P38398
Q8IUE6,P38398
Q9UQE7,P38398
Q8WXE1,P38398
P23511,P38398
P55072,P38398
Q15004,P38398
P40937,P38398
Q09472,P38398
Q15554,P38398
Q9P2W1,P38398
P15408,P38398
Q8IYW5,P38398
Q93077,P38398
Q92889,P38398
Q6P582,P38398
Q9BXT5,P38398
Q9ULW0,P38398
P24385,P38398
Q99661,P38398
Q5UIP0,P38398
P98170,P38398
Q9BX63,P38398
Q13535,P38398
Q9BXW9,P38398
Q16576,P38398
Q14186,P38398
P26358,P38398
Q9GZX5,P38398
